CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CREDIT_UTILIZATION,PAYMENT_RATIO,PURCHASE_TO_LIMIT,CASH_ADVANCE_INTENSITY,AVG_PURCHASE_VALUE,INSTALLMENT_PURCHASE_SHARE,SEGMENT
C13870,92.279773,1.0,842.51,842.51,0.0,0.0,0.916667,0.916667,0.0,0.0,0,12,9500.0,655.378633,151.346633,1.0,12,0.009713660315789475,7.102083281024109,0.08868526315789474,0.0,70.20916666666666,0.0,Balanced Usage
C13871,1180.686055,1.0,243.04,0.0,243.04,56.662525,1.0,0.0,0.916667,0.083333,2,12,1200.0,498.424721,592.239705,0.0,12,0.9839050458333333,0.42214839320686315,0.20253333333333332,0.04721877083333333,20.253333333333334,1.0,High-Utilization
C13872,2953.212886,0.545455,320.48,188.0,132.48,261.393051,0.833333,0.166667,0.666667,0.083333,1,11,10000.0,8972.867229,718.597731,0.0,12,0.29532128859999995,3.038340808932797,0.032048,0.026139305100000003,29.134545454545457,0.4133799301048427,Balanced Usage
C13873,4479.251427,1.0,0.0,0.0,0.0,2078.88662,0.0,0.0,0.0,0.25,4,0,9000.0,1355.483086,1039.794118,0.0,12,0.497694603,0.30261375323328105,0.0,0.23098740222222225,0.0,0.0,Low-Engagement
C13874,4380.251712,1.0,0.0,0.0,0.0,404.036972,0.0,0.0,0.0,0.333333,3,0,4500.0,776.241676,1326.776456,0.0,9,0.9733892693333334,0.17721394272238572,0.0,0.08978599377777778,0.0,0.0,High-Utilization
C13875,1110.575152,1.0,3384.68,2344.28,1040.4,0.0,1.0,0.833333,1.0,0.0,0,47,6000.0,0.0,312.343947,0.0,12,0.18509585866666664,0.0,0.5641133333333334,0.0,72.01446808510637,0.30738504083103874,High-Value Active
C13876,1278.502197,1.0,0.0,0.0,0.0,451.336788,0.0,0.0,0.0,0.166667,2,0,1800.0,0.0,312.343947,0.0,12,0.7102789983333333,0.0,0.0,0.25074266,0.0,0.0,Low-Engagement
C13877,7291.244386,1.0,3509.25,2299.45,1209.8,64.517949,1.0,1.0,1.0,0.083333,1,73,12000.0,1543.281435,2581.26123,0.0,12,0.6076036988333333,0.21166228332207215,0.2924375,0.00537649575,48.071917808219176,0.3447460283536368,High-Value Active
C13878,7899.171076,1.0,0.0,0.0,0.0,11657.31244,0.0,0.0,0.0,0.5,12,0,13000.0,1646.946937,2154.909881,0.0,12,0.6076285443076923,0.20849617271917406,0.0,0.8967163415384615,0.0,0.0,Cash-Advance Heavy
C13879,72.723403,0.909091,0.0,0.0,0.0,134.752225,0.0,0.0,0.0,0.25,3,0,200.0,94.494445,157.394691,0.0,12,0.36361701500000004,1.2993677564841126,0.0,0.6737611250000001,0.0,0.0,Cash-Advance Heavy
C13881,187.973296,1.0,116.0,116.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,244.135461,170.124513,0.0,12,0.046993324,1.2987773593117182,0.029,0.0,58.0,0.0,Low-Engagement
C13882,381.627688,1.0,1266.2,1153.56,112.64,0.0,0.75,0.666667,0.166667,0.0,0,21,1500.0,693.809552,179.077356,0.0,12,0.2544184586666666,1.8180272915627655,0.8441333333333334,0.0,60.2952380952381,0.08895909019112304,Balanced Usage
C13883,5852.750868,1.0,722.8,269.0,453.8,5817.204294,0.5,0.083333,0.416667,0.416667,10,8,9000.0,1771.136112,1789.579488,0.0,12,0.650305652,0.30261600945355666,0.08031111111111111,0.6463560326666666,90.35,0.627836192584394,Cash-Advance Heavy
C13884,5131.239119,1.0,0.0,0.0,0.0,7216.567867,0.0,0.0,0.0,0.25,3,0,13000.0,1194.04075,1190.260209,0.0,12,0.39471070146153847,0.2327002742044694,0.0,0.5551206051538461,0.0,0.0,Cash-Advance Heavy
C13885,290.175484,1.0,345.17,219.8,125.37,0.0,0.636364,0.181818,0.545455,0.0,0,11,6000.0,376.607432,184.176753,0.0,11,0.04836258066666666,1.2978609591980557,0.057528333333333334,0.0,31.37909090909091,0.36321233015615495,Balanced Usage
C13886,102.58313,0.636364,2044.73,1294.39,750.34,0.0,1.0,1.0,0.666667,0.0,0,24,10000.0,2329.319937,64.668944,0.3,12,0.010258313,22.706656903527904,0.204473,0.0,85.19708333333334,0.36696287529404864,High-Value Active
C13887,224.812081,1.0,388.9,119.0,269.9,0.0,0.5,0.083333,0.416667,0.0,0,7,1500.0,671.924423,171.946342,0.0,12,0.14987472066666668,2.9888270239356043,0.25926666666666665,0.0,55.55714285714286,0.694008742607354,Installment-Focused
C13888,1432.350154,1.0,0.0,0.0,0.0,353.621982,0.0,0.0,0.0,0.416667,7,0,1500.0,525.178843,540.921834,0.0,12,0.9549001026666667,0.3666553471812592,0.0,0.235747988,0.0,0.0,High-Utilization
C13889,1509.177493,1.0,0.0,0.0,0.0,1281.15107,0.0,0.0,0.0,0.75,14,0,5000.0,449.984139,569.555493,0.0,12,0.3018354986,0.29816515359336865,0.0,0.25623021399999996,0.0,0.0,Low-Engagement
C13890,675.8726,1.0,1315.3,1265.32,49.98,0.0,0.916667,0.833333,0.083333,0.0,0,18,4000.0,0.0,312.343947,0.0,12,0.16896815,0.0,0.328825,0.0,73.07222222222222,0.0379989356040447,High-Value Active
C13891,683.849179,1.0,7387.83,3894.51,3493.32,0.0,1.0,0.5,0.916667,0.0,0,50,8000.0,6873.576182,229.157755,0.75,12,0.08548114737500001,10.05130428327969,0.92347875,0.0,147.7566,0.47284791339270127,High-Value Active
C13892,678.62589,1.0,59.24,0.0,59.24,272.436416,0.083333,0.0,0.083333,0.083333,1,1,1200.0,1669.187919,519.945056,0.0,12,0.565521575,2.459658471031808,0.04936666666666667,0.22703034666666666,59.24,1.0,Installment-Focused
C13893,2628.010018,1.0,1918.14,1367.73,550.41,1051.790943,0.916667,0.75,0.833333,0.583333,11,57,7000.0,3129.107625,759.02622,0.0,12,0.37543000257142856,1.1906756837180368,0.27402000000000004,0.150255849,33.65157894736842,0.2869498576746223,High-Value Active
C13894,144.845309,1.0,150.88,0.0,150.88,0.0,0.909091,0.0,0.909091,0.0,0,10,2500.0,218.136811,161.609286,0.0,11,0.057938123599999995,1.5059984510785918,0.060351999999999996,0.0,15.088,1.0,Installment-Focused
C13895,0.000199,0.090909,0.01,0.01,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,0.056466,0.05588,0.0,12,4.9750000000000005e-08,283.74874371859295,2.5e-06,0.0,0.01,0.0,Low-Engagement
C13896,4199.989868,1.0,11653.14,6884.6,4768.54,0.0,0.916667,1.0,0.916667,0.0,0,84,16500.0,13660.2412,1056.912965,0.0,12,0.2545448404848485,3.252446227091708,0.706250909090909,0.0,138.72785714285715,0.4092064456446932,High-Value Active
C13897,2288.181566,1.0,177.45,88.0,89.45,0.0,0.333333,0.083333,0.25,0.0,0,5,5000.0,712.897132,666.545104,0.0,12,0.45763631320000003,0.3115561905545043,0.03549,0.0,35.489999999999995,0.5040856579318118,Balanced Usage
C13898,5312.289573,1.0,399.92,289.0,110.92,7412.140941,0.25,0.083333,0.25,0.583333,19,10,7500.0,13817.5638,6729.203906,0.083333,12,0.7083052764,2.6010562131681447,0.05332266666666667,0.9882854588,39.992000000000004,0.2773554710942188,Cash-Advance Heavy
C13899,1851.372165,1.0,6006.79,5506.81,499.98,0.0,1.0,1.0,0.916667,0.0,0,93,7600.0,5389.6734,586.24393,0.083333,12,0.24360160065789474,2.9111777209851266,0.7903671052631579,0.0,64.58913978494624,0.08323580481421858,High-Value Active
C13900,692.2898,1.0,200.0,200.0,0.0,299.710379,0.1,0.1,0.0,0.1,1,2,9950.0,816.23679,157.88983,0.0,10,0.06957686432160805,1.1790391682789492,0.020100502512562814,0.030121646130653264,100.0,0.0,Low-Engagement
C13901,163.335524,0.545455,460.95,460.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,162.939482,77.604225,0.0,12,0.10889034933333333,0.9975752855820881,0.3073,0.0,230.475,0.0,Low-Engagement
C13902,182.709228,0.909091,2463.21,1295.84,1167.37,0.0,1.0,1.0,1.0,0.0,0,44,9500.0,2362.519923,115.016047,0.444444,12,0.019232550315789472,12.930490423833437,0.25928526315789474,0.0,55.98204545454546,0.47392223967911784,High-Value Active
C13903,483.261458,1.0,3228.3,3228.3,0.0,0.0,0.416667,0.416667,0.0,0.0,0,34,600.0,3304.347175,476.295378,0.166667,12,0.8054357633333333,6.837597164638773,5.3805000000000005,0.0,94.95,0.0,High-Utilization
C13904,3676.225496,1.0,2743.35,1299.63,1443.72,1095.478557,1.0,0.666667,0.916667,0.083333,1,78,6000.0,1859.086356,1075.569803,0.0,12,0.6127042493333333,0.5057052017137743,0.457225,0.1825797595,35.17115384615384,0.5262616873530538,High-Value Active
C13905,242.161751,1.0,686.0,686.0,0.0,0.0,0.25,0.25,0.0,0.0,0,5,1600.0,79.554524,142.15912,0.0,12,0.151351094375,0.32851812340917536,0.42875,0.0,137.2,0.0,Low-Engagement
C13906,19.281564,0.727273,428.9,0.0,428.9,0.0,0.583333,0.0,0.416667,0.0,0,7,10500.0,418.803807,72.655775,0.2,12,0.0018363394285714285,21.720427191487165,0.04084761904761904,0.0,61.271428571428565,1.0,Installment-Focused
C13907,2.476557,0.166667,115.7,115.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,4500.0,0.0,312.343947,0.0,6,0.0005503460000000001,0.0,0.02571111111111111,0.0,57.85,0.0,Balanced Usage
C13908,3515.499451,1.0,2864.32,1215.93,1648.39,2880.208755,1.0,0.583333,1.0,0.416667,40,91,5500.0,3362.139057,1988.153764,0.0,12,0.6391817183636364,0.956375930038511,0.5207854545454546,0.5236743190909091,31.47604395604396,0.575490866942241,High-Value Active
C13909,199.684606,0.363636,287.4,0.0,287.4,0.0,1.0,0.0,1.0,0.0,0,12,4500.0,1110.399779,69.685168,0.0,12,0.04437435688888889,5.560768059406643,0.06386666666666665,0.0,23.95,1.0,Installment-Focused
C13910,5218.923199,1.0,100.01,0.0,100.01,491.329785,0.083333,0.0,0.083333,0.166667,3,1,6000.0,1299.677915,1252.860717,0.0,12,0.8698205331666666,0.24903181469484584,0.016668333333333334,0.0818882975,100.01,1.0,High-Utilization
C13911,1565.98205,0.818182,1677.26,614.85,1062.41,0.0,0.75,0.166667,0.75,0.0,0,22,4500.0,7364.974854,815.300574,0.444444,12,0.3479960111111111,4.703102985120423,0.37272444444444447,0.0,76.2390909090909,0.6334199825906539,Installment-Focused
C13912,2672.203163,0.909091,0.0,0.0,0.0,1347.646329,0.0,0.0,0.0,0.333333,4,0,7500.0,5983.259628,1143.324572,0.090909,12,0.35629375506666666,2.2390736269029703,0.0,0.1796861772,0.0,0.0,Low-Engagement
C13913,166.442301,0.454545,797.58,797.58,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,9500.0,2402.676315,207.671591,0.0,12,0.017520242210526314,14.435490861184384,0.08395578947368422,0.0,797.58,0.0,Low-Engagement
C13914,14100.2511,1.0,4995.8,3403.11,1592.69,20712.67008,1.0,1.0,0.333333,0.833333,36,34,16500.0,20418.33238,21235.0653,0.0,12,0.8545606727272727,1.4480828912330506,0.3027757575757576,1.2553133381818182,146.93529411764706,0.3188057968693703,High-Value Active
C13915,1819.405059,1.0,5671.86,2086.05,3585.81,0.0,1.0,0.416667,1.0,0.0,0,58,6000.0,834.969649,540.276017,0.0,12,0.3032341765,0.4589245505665047,0.94531,0.0,97.79068965517241,0.6322105975817457,High-Value Active
C13916,0.0,0.0,178.8,0.0,178.8,0.0,1.0,0.0,1.0,0.0,0,12,1900.0,0.0,312.343947,0.0,12,0.0,0.0,0.09410526315789475,0.0,14.9,1.0,Installment-Focused
C13917,19.572514,0.909091,310.25,310.25,0.0,0.0,0.833333,0.833333,0.0,0.0,0,13,5500.0,322.934105,80.005624,0.7,12,0.0035586389090909096,16.49936768470315,0.05640909090909091,0.0,23.865384615384617,0.0,Balanced Usage
C13918,175.635786,1.0,0.0,0.0,0.0,54.180326,0.0,0.0,0.0,0.083333,2,0,1800.0,324.105254,209.432542,0.0,12,0.09757543666666667,1.8453258380954325,0.0,0.03010018111111111,0.0,0.0,Low-Engagement
C13919,923.117542,0.909091,224.4,224.4,0.0,1845.4779,0.083333,0.083333,0.0,0.333333,8,3,1700.0,2232.42607,467.573132,0.0,12,0.5430103188235293,2.4183551589359786,0.132,1.0855752352941177,74.8,0.0,Cash-Advance Heavy
C13920,1885.892405,1.0,675.69,675.69,0.0,232.702808,0.416667,0.416667,0.0,0.166667,3,5,2000.0,657.008002,577.720179,0.0,12,0.9429462025,0.3483804273552923,0.337845,0.116351404,135.138,0.0,High-Utilization
C13921,1045.458739,0.9,946.29,705.69,240.6,886.266785,0.9,0.3,0.7,0.3,6,27,1500.0,2138.807396,729.764287,0.0,10,0.6969724926666666,2.045807563908077,0.63086,0.5908445233333334,35.047777777777775,0.25425609485464284,Cash-Advance Heavy
C13922,2875.669063,1.0,0.0,0.0,0.0,740.863461,0.0,0.0,0.0,0.25,8,0,3000.0,729.064946,1821.339762,0.0,12,0.9585563543333333,0.25352880669774064,0.0,0.246954487,0.0,0.0,High-Utilization
C13923,28.054194,0.636364,824.27,0.0,824.27,0.0,1.0,0.0,1.0,0.0,0,26,2500.0,673.029715,68.550818,0.333333,12,0.0112216776,23.99034222833135,0.329708,0.0,31.702692307692306,1.0,Installment-Focused
C13924,396.376998,1.0,286.74,52.49,234.25,0.0,0.75,0.083333,0.666667,0.0,0,15,1000.0,232.783063,187.565813,0.0,12,0.39637699800000004,0.587276921149698,0.28674,0.0,19.116,0.8169421775824789,Installment-Focused
C13925,1641.251218,0.727273,0.0,0.0,0.0,2990.165538,0.0,0.0,0.0,0.166667,4,0,3000.0,4399.723425,500.276155,0.142857,12,0.5470837393333333,2.6807129687077556,0.0,0.996721846,0.0,0.0,Cash-Advance Heavy
C13926,2421.106175,0.9,0.0,0.0,0.0,3701.78388,0.0,0.0,0.0,0.3,8,0,3000.0,1607.740298,521.646758,0.0,10,0.8070353916666666,0.6640519588117609,0.0,1.23392796,0.0,0.0,High-Utilization
C13927,890.633006,0.909091,756.73,756.73,0.0,0.0,0.416667,0.416667,0.0,0.0,0,9,3000.0,1964.578805,276.845199,0.0,12,0.29687766866666665,2.205823040202936,0.2522433333333333,0.0,84.08111111111111,0.0,Balanced Usage
C13928,57.408695,1.0,338.5,338.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,7000.0,354.35735,199.273484,0.125,12,0.008201242142857144,6.172537975301476,0.048357142857142855,0.0,169.25,0.0,Low-Engagement
C13929,2013.171338,1.0,60.0,60.0,0.0,4621.713196,0.083333,0.083333,0.0,0.666667,20,1,3500.0,3428.736898,657.056647,0.1,12,0.5751918108571429,1.703152053320163,0.017142857142857144,1.3204894845714286,60.0,0.0,Cash-Advance Heavy
C13930,4859.262329,1.0,0.0,0.0,0.0,4835.129243,0.0,0.0,0.0,0.5,12,0,8000.0,1126.662524,1204.405197,0.0,12,0.607407791125,0.23185875709489814,0.0,0.604391155375,0.0,0.0,Cash-Advance Heavy
C13931,224.202679,1.0,1522.91,990.17,532.74,0.0,1.0,1.0,1.0,0.0,0,60,7500.0,1306.491984,201.004982,0.333333,12,0.029893690533333333,5.827280877406465,0.2030546666666667,0.0,25.381833333333336,0.3498171264224412,High-Value Active
C13932,26.034907,0.636364,299.79,0.0,299.79,0.0,0.333333,0.0,0.25,0.0,0,4,7500.0,308.31669,86.667034,0.3,12,0.0034713209333333333,11.842434851025201,0.039972,0.0,74.9475,1.0,Installment-Focused
C13933,2673.770349,1.0,435.0,435.0,0.0,3667.84151,0.181818,0.181818,0.0,0.181818,2,3,5000.0,1143.636383,586.53723,0.0,11,0.5347540698,0.4277242372097231,0.087,0.733568302,145.0,0.0,Cash-Advance Heavy
C13934,1863.787327,1.0,0.0,0.0,0.0,1998.061069,0.0,0.0,0.0,0.083333,1,0,3000.0,749.522371,439.864871,0.0,12,0.6212624423333334,0.40215015959275274,0.0,0.6660203563333333,0.0,0.0,Cash-Advance Heavy
C13935,14.836268,0.545455,170.09,0.0,170.09,0.0,0.454545,0.0,0.454545,0.0,0,10,7000.0,190.956987,73.377488,0.5,11,0.002119466857142857,12.8709583164715,0.02429857142857143,0.0,17.009,1.0,Installment-Focused
C13936,2012.049986,1.0,1279.21,242.91,1036.3,196.593829,1.0,0.333333,1.0,0.083333,1,50,4500.0,656.977251,862.499664,0.0,12,0.4471222191111111,0.32652133673184003,0.2842688888888889,0.043687517555555555,25.5842,0.8101093643733241,High-Value Active
C13937,1110.047967,1.0,0.0,0.0,0.0,569.881041,0.0,0.0,0.0,0.083333,1,0,3500.0,3544.922751,554.98066,0.083333,12,0.317156562,3.1934860982453386,0.0,0.16282315457142857,0.0,0.0,Low-Engagement
C13938,726.779809,1.0,5497.04,5497.04,0.0,0.0,0.583333,0.583333,0.0,0.0,0,33,1700.0,4207.962368,193.423939,0.25,12,0.42751753470588233,5.789872415126492,3.2335529411764705,0.0,166.57696969696968,0.0,Balanced Usage
C13939,1812.61375,0.727273,0.0,0.0,0.0,2804.289646,0.0,0.0,0.0,0.083333,1,0,9000.0,961.987007,951.721048,0.0,12,0.20140152777777778,0.5307181449991759,0.0,0.3115877384444445,0.0,0.0,Low-Engagement
C13940,43.200086,1.0,324.0,324.0,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1800.0,350.499835,189.592793,0.3,12,0.024000047777777776,8.113405954793702,0.18,0.0,27.0,0.0,Balanced Usage
C13941,1771.43578,1.0,1176.0,0.0,1176.0,0.0,1.0,0.0,1.0,0.0,0,12,1700.0,1350.02185,2973.25488,0.0,12,1.0420210470588236,0.7621060075911982,0.691764705882353,0.0,98.0,1.0,High-Value Active
C13942,521.38404,0.909091,0.0,0.0,0.0,1001.605022,0.0,0.0,0.0,0.166667,3,0,1150.0,1220.262003,146.169349,0.1,12,0.4533774260869565,2.340428377899715,0.0,0.8709608886956521,0.0,0.0,Cash-Advance Heavy
C13943,604.816148,1.0,764.0,331.0,433.0,796.641859,0.916667,0.166667,0.916667,0.333333,7,25,10500.0,1984.660403,215.409725,0.083333,12,0.057601537904761906,3.2814276033516223,0.07276190476190476,0.07587065323809523,30.56,0.5667539267015707,Balanced Usage
C13944,680.671377,1.0,8040.78,2946.69,5094.09,0.0,1.0,0.666667,1.0,0.0,0,66,7000.0,6331.737868,194.172362,0.833333,12,0.09723876814285715,9.302194982704554,1.1486828571428571,0.0,121.83,0.6335318215397014,High-Value Active
C13945,2336.985188,1.0,190.56,190.56,0.0,4066.421468,0.166667,0.166667,0.0,0.583333,10,4,3500.0,8319.645575,1423.865598,0.25,12,0.6677100537142857,3.559990716980103,0.054445714285714285,1.1618347051428572,47.64,0.0,Cash-Advance Heavy
C13946,40.479403,1.0,452.61,0.0,452.61,0.0,1.0,0.0,0.916667,0.0,0,18,5000.0,426.404957,178.830469,0.818182,12,0.008095880599999999,10.533874647311375,0.090522,0.0,25.145,1.0,Installment-Focused
C13947,1382.376636,1.0,77.91,0.0,77.91,300.531629,0.083333,0.0,0.083333,0.166667,2,1,2500.0,639.362373,397.789389,0.0,12,0.5529506544,0.46250953347275764,0.031163999999999997,0.1202126516,77.91,1.0,Installment-Focused
C13948,8539.312935,1.0,0.0,0.0,0.0,4070.445699,0.0,0.0,0.0,0.5,8,0,11000.0,2459.237522,2081.685138,0.0,12,0.7763011759090909,0.28799009249565577,0.0,0.3700405180909091,0.0,0.0,High-Utilization
C13949,509.872908,0.454545,31.89,31.89,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1396.027009,237.748097,0.0,12,0.339915272,2.737990167934163,0.02126,0.0,31.89,0.0,Low-Engagement
C13950,1008.864224,1.0,1392.83,1392.83,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,9000.0,1265.870255,274.007655,0.0,12,0.1120960248888889,1.2547478886514662,0.1547588888888889,0.0,198.97571428571428,0.0,Balanced Usage
C13951,723.172037,1.0,2095.14,238.0,1857.14,0.0,0.75,0.166667,0.583333,0.0,0,25,5000.0,1509.479538,283.139714,0.0,12,0.1446344074,2.087303519452868,0.41902799999999996,0.0,83.8056,0.8864037725402599,Installment-Focused
C13952,1.025109,0.090909,59.66,0.0,59.66,0.0,0.083333,0.0,0.083333,0.0,0,1,1700.0,0.0,312.343947,0.0,12,0.0006030052941176471,0.0,0.035094117647058824,0.0,59.66,1.0,Installment-Focused
C13953,126.13588,1.0,0.0,0.0,0.0,1170.273287,0.0,0.0,0.0,0.083333,2,0,1200.0,1131.54314,78.85135,0.083333,12,0.10511323333333333,8.970826857512707,0.0,0.9752277391666666,0.0,0.0,Cash-Advance Heavy
C13954,975.637547,0.818182,6897.56,0.0,6897.56,0.0,0.5,0.0,0.5,0.0,0,6,6150.0,8337.882098,6703.880744,0.272727,12,0.15864025154471545,8.546085709429958,1.1215544715447154,0.0,1149.5933333333335,1.0,Installment-Focused
C13955,1129.284728,1.0,1211.42,0.0,1211.42,0.0,1.0,0.0,1.0,0.0,0,42,4000.0,3390.831252,341.402204,0.333333,12,0.282321182,3.0026362421506154,0.30285500000000004,0.0,28.843333333333334,1.0,High-Value Active
C13956,2306.310095,1.0,359.96,0.0,359.96,2843.482435,0.916667,0.0,0.916667,0.333333,6,11,4000.0,1482.816136,2056.434829,0.0,12,0.5765775237499999,0.6429387527786024,0.08999,0.71087060875,32.72363636363636,1.0,Cash-Advance Heavy
C13957,883.835888,1.0,187.47,0.0,187.47,0.0,0.75,0.0,0.666667,0.0,0,9,1000.0,263.631752,434.734741,0.0,12,0.8838358879999999,0.29828133885416525,0.18747,0.0,20.83,1.0,High-Utilization
C13958,874.571604,1.0,385.7,316.7,69.0,289.822557,0.416667,0.333333,0.166667,0.166667,2,8,2000.0,357.969443,231.854555,0.0,12,0.437285802,0.40930833034455577,0.19285,0.14491127850000002,48.2125,0.1788955146486907,Balanced Usage
C13959,444.760263,0.636364,3734.7,3734.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,4000.0,5808.857795,180.414703,0.5,12,0.11119006575,13.060649249143914,0.9336749999999999,0.0,533.5285714285714,0.0,Balanced Usage
C13960,0.0,0.0,1200.0,1200.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,14229.88248,312.343947,0.0,12,0.0,0.0,0.48,0.0,1200.0,0.0,Low-Engagement
C13961,332.650256,1.0,770.0,0.0,770.0,0.0,0.583333,0.0,0.5,0.0,0,7,5500.0,558.752797,216.863764,0.0,12,0.06048186472727273,1.679700486988352,0.14,0.0,110.0,1.0,Installment-Focused
C13962,101.682988,1.0,610.34,86.0,524.34,0.0,1.0,0.166667,1.0,0.0,0,40,1500.0,324.924223,152.877812,0.090909,12,0.06778865866666667,3.195462971642808,0.40689333333333333,0.0,15.258500000000002,0.859094930694367,Installment-Focused
C13964,4143.074668,1.0,1074.27,1074.27,0.0,190.242856,0.75,0.75,0.0,0.166667,3,21,6000.0,926.813916,1175.934462,0.0,12,0.6905124446666667,0.22370195815162652,0.179045,0.03170714266666667,51.15571428571428,0.0,Balanced Usage
C13965,42.68579,0.909091,708.0,326.0,382.0,0.0,0.75,0.166667,0.5,0.0,0,20,3000.0,755.300687,149.306085,0.625,12,0.014228596666666666,17.694429153120982,0.236,0.0,35.4,0.53954802259887,Balanced Usage
C13966,146.261257,1.0,3139.97,2499.22,640.75,0.0,1.0,1.0,0.916667,0.0,0,41,5000.0,2990.926573,176.657439,0.833333,12,0.029252251400000002,20.449205991713857,0.6279939999999999,0.0,76.58463414634146,0.20406245919547003,High-Value Active
C13967,3876.778302,1.0,0.0,0.0,0.0,4269.018258,0.0,0.0,0.0,0.25,11,0,7500.0,1342.57535,939.667646,0.0,12,0.5169037736000001,0.34631212966379216,0.0,0.5692024344,0.0,0.0,Cash-Advance Heavy
C13968,1593.364737,1.0,2298.49,684.2,1614.29,554.604914,1.0,0.416667,1.0,0.25,3,53,4500.0,1082.087826,347.210824,0.0,12,0.3540810526666667,0.6791212337467463,0.5107755555555555,0.12324553644444444,43.3677358490566,0.702326309881705,High-Value Active
C13969,933.278656,1.0,182.55,0.0,182.55,2304.727023,0.25,0.0,0.166667,0.416667,7,3,2500.0,1755.16459,248.144048,0.0,12,0.37331146239999996,1.880643662764747,0.07302,0.9218908092,60.85,1.0,Cash-Advance Heavy
C13970,58.167348,0.181818,438.87,438.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,1748.469291,270.533346,0.0,12,0.0077556464,30.05929187282185,0.058516,0.0,438.87,0.0,Low-Engagement
C13971,2514.895334,1.0,3172.38,1653.16,1519.22,656.112456,1.0,0.916667,0.916667,0.166667,2,41,6800.0,2646.255583,692.03719,0.0,12,0.36983754911764705,1.0522328890686152,0.4665264705882353,0.09648712588235293,77.37512195121951,0.4788896664334033,High-Value Active
C13972,1513.759633,1.0,70.0,70.0,0.0,0.0,0.181818,0.181818,0.0,0.0,0,2,1700.0,2085.049719,3812.357397,0.0,11,0.8904468429411764,1.3773981506349233,0.041176470588235294,0.0,35.0,0.0,High-Utilization
C13973,80.00717,1.0,1548.37,28.58,1519.79,0.0,0.916667,0.083333,0.75,0.0,0,21,9500.0,1105.365158,149.982961,0.7,12,0.008421807368421052,13.815826231573995,0.16298631578947367,0.0,73.73190476190476,0.9815418795249198,High-Value Active
C13974,93.104842,1.0,160.0,160.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5200.0,633.184791,491.717092,0.1,12,0.01790477730769231,6.800771876074931,0.03076923076923077,0.0,160.0,0.0,Low-Engagement
C13975,458.958269,0.363636,492.72,0.0,492.72,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,2111.788889,199.91768,0.0,12,0.07649304483333333,4.601265586959062,0.08212,0.0,41.06,1.0,Installment-Focused
C13977,1386.712561,1.0,0.0,0.0,0.0,699.804757,0.0,0.0,0.0,0.333333,7,0,1500.0,848.630874,520.077775,0.0,12,0.9244750406666667,0.6119731643506761,0.0,0.4665365046666667,0.0,0.0,High-Utilization
C13978,4564.860642,1.0,1701.13,1322.61,378.52,0.0,1.0,0.916667,0.833333,0.0,0,39,12000.0,1205.113895,1141.311115,0.0,12,0.3804050535,0.2639979595241278,0.14176083333333334,0.0,43.61871794871795,0.22251091921252342,High-Value Active
C13979,1709.346088,1.0,339.0,339.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,2000.0,612.684346,476.106586,0.0,12,0.854673044,0.3584320052569717,0.1695,0.0,84.75,0.0,High-Utilization
C13980,94.83691,1.0,1027.84,93.0,934.84,0.0,1.0,0.083333,1.0,0.0,0,28,18000.0,1041.284778,173.91503,0.416667,12,0.005268717222222222,10.97974172713978,0.05710222222222222,0.0,36.708571428571425,0.90951899128269,Installment-Focused
C13981,6204.264926,1.0,0.0,0.0,0.0,2344.901285,0.0,0.0,0.0,0.166667,8,0,7500.0,1381.411511,2173.987009,0.0,12,0.8272353234666666,0.22265514569034056,0.0,0.31265350466666664,0.0,0.0,High-Utilization
C13982,64.677565,1.0,363.71,363.71,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,343.104512,171.000625,0.083333,12,0.010779594166666667,5.304845845696263,0.06061833333333333,0.0,30.309166666666666,0.0,Balanced Usage
